	en	zh
6139	she is a noted singer .	她是一个著名的歌手。
6140	she is aged seventeen .	她十七岁了。
6141	she is as tall as you .	她跟你一样高。
6142	she is evidently sick .	她明显生病了。
6143	she is weak by nature .	她天生体弱。
6144	she isn't a good cook .	她不是一个好厨师。
6145	she isn't at home now .	她现在不在家。
6146	she likes russian pop .	她喜欢听俄罗斯流行音乐。
6147	she lived a long life .	她活了很久。
6148	she lives in new york .	她住在纽约。
6149	she loves tom , not me .	她爱汤姆，而不是我。
6150	she made a man of him .	她使他长大成人。
6151	she never wears green .	她从来不穿绿色的衣服。
6152	she seems to hate you .	她好像很讨厌你。
6153	she talked childishly .	她说话幼稚。
6154	she teaches us french .	她教我们法语。
6155	she turned eighty-one .	她八十一岁了。
6156	she was wearing pumps .	她穿著舞鞋。
6157	she's a stubborn girl .	她是个倔强的女孩。
6158	she's eating an apple .	她正吃著一个苹果。
6159	she's in a depression .	她抑郁了。
6160	she's in the restroom .	她在上厕所。
6161	she's my older sister .	她是我的姐姐。
6162	she's sure to succeed .	她理所当然的取得了胜利。
6163	should tom be worried ?	tom应该要担心吗？
6164	shut the door , please .	请关门。
6165	shut the door , please .	请关上门。
6166	shut the door , please .	请关门。
6167	sit wherever you like .	你爱坐哪里就坐哪里。
6168	sit wherever you like .	随便坐。
6169	smoking is prohibited .	禁止吸烟。
6170	so you give up , right ?	所以你放弃了，是吗？
6171	somebody was murdered .	有人被谋杀了。
6172	someone has been here .	有人来过这里。
6173	someone's at the door .	有人在门口。
6174	something is changing .	有些东西在变化。
6175	speak a little louder .	说大声点。
6176	spring is coming soon .	春天就要来了。
6177	spring will come soon .	春天就要来了。
6178	spring will come soon .	春天快来了。
6179	stop swearing , please .	请别再骂人了。
6180	take care of yourself .	照顾好自己。
6181	tears filled her eyes .	她热泪盈眶。
6182	tell me what happened .	告诉我发生了什么事。
6183	tell me what you want .	告诉我你要什么。
6184	tell me when to begin .	告诉我什么时候开始。
6185	tell me when to start .	告诉我什么时候开始。
6186	thanks for calling me .	谢谢你给我打电话。
6187	thanks for everything .	感谢你做的所有事。
6188	thanks for the advice .	谢谢你的建议。
6189	thanks for your reply .	谢谢你的答复。
6190	thanks to both of you .	感谢你们两位。
6191	that book is very old .	那本书很旧。
6192	that book's over here .	那本书在这里。
6193	that car is quite new .	那辆车十分新。
6194	that looks like blood .	那看起来像血。
6195	that was tom's choice .	那是汤姆的选择。
6196	that wasn't my intent .	这不是我的初衷。
6197	that wasn't very good .	那不太好。
6198	that's mary's husband .	那是玛丽的丈夫。
6199	that's awesome , right ?	很棒，不是吗？
6200	that's good , isn't it ?	那太好了，不是吗？
6201	the baby smiled at me .	宝宝对我笑了。
6202	the boy has come home .	男孩到家了。
6203	the boy was shirtless .	男孩赤裸着上身。
6204	the bread isn't fresh .	面包不新鲜。
6205	the cake is delicious .	蛋糕很美味。
6206	the cake is too sweet .	这个蛋糕太甜了。
6207	the child will be six .	那孩子要六岁了。
6208	the clock has stopped .	时钟已经停止了。
6209	the door clicked shut .	门咔哒一声关上了。
6210	the evidence is clear .	证据确凿了。
6211	the fire has gone out .	火已经灭了。
6212	the girls were asleep .	女孩们睡着了
6213	the kettle is boiling .	茶壶沸了。
6214	the lake is deep here .	这个湖在这个地方很深。
6215	the meat has gone bad .	这肉已经坏了。
6216	the news made her sad .	这个消息让她很伤心。
6217	the nurse is not here .	护士不在这里。
6218	the plan was executed .	计划被执行了。
6219	the plane is arriving .	飞机快来了
6220	the problem isn't tom .	问题不是汤姆。
6221	the risk is too great .	风险太大。
6222	the rumors were false .	谣言是假的。
6223	the sky is light blue .	天空是浅蓝的。
6224	the train has arrived .	这班火车已经到了。
6225	the vote is unanimous .	选举一致通过了。
6226	the war has not ended .	战争还没结束。
6227	there are no problems .	没有问题。
6228	there are three of us .	我们是三个人。
6229	there is no salt left .	盐没了。
6230	there's no way to win .	没有办法赢。
6231	these boxes are heavy .	这些箱子重。
6232	they burst into tears .	他们突然哭了。
6233	they made fun of mary .	他们取笑玛丽。
6234	they never tell a lie .	他们从不说谎。
6235	they tasted the bread .	他们尝了面包。
6236	they wash their hands .	他们洗手。
6237	they work really hard .	他们工作的很辛苦。
6238	they're eating apples .	他们正在吃苹果。
6239	this car needs washed .	这辆车需要清洗。
6240	this dog is a mongrel .	这只狗是杂种狗。
6241	this house is haunted .	这间房子闹鬼。
6242	this is a chinese fan .	这是一把中式扇子。
6243	this is how i made it .	这就是我的办法。
6244	this is my dictionary .	这是我的字典。
6245	this is my first time .	这是我的第一次。
6246	this is my new guitar .	这是我的新吉他。
6247	this is not important .	这个不重要。
6248	this is not important .	这不重要。
6249	this is too expensive !	这太贵了。
6250	this is too expensive .	这太贵了。
6251	this may take a while .	这要花时间。
6252	this news is official .	这是官方消息。
6253	this pear smells nice .	这只梨闻上去很香。
6254	this tea is very good .	这杯茶很好喝。
6255	this umbrella is mine .	这把伞是我的。
6256	this work doesn't pay .	这个工作没有酬劳。
6257	this work doesn't pay .	这份工作不付钱的。
6258	those are my trousers .	那些都是我的裤子。
6259	those are their books .	这是他们的书。
6260	time waits for no one .	时间不等人。
6261	tom already knew that .	汤姆已经知道了。
6262	tom and i are friends .	汤姆和我是朋友。
6263	tom became a minister .	汤姆当上了部长。
6264	tom bought new gloves .	汤姆买了新手套。
6265	tom burned the letter .	汤姆烧掉了信。
6266	tom called the police .	汤姆叫了警察。
6267	tom can keep a secret .	汤姆会保密。
6268	tom can't afford that .	汤姆负担不起。
6269	tom can't afford this .	汤姆买不起这个东西。
6270	tom can't drive a bus .	汤姆不能开巴士。
6271	tom clapped his hands .	汤姆拍了手。
6272	tom could be canadian .	汤姆可能是加拿大人。
6273	tom counted his money .	汤姆数了他的钱。
6274	tom doesn't have time .	汤姆没有时间。
6275	tom doesn't talk much .	汤姆说话不多。
6276	tom doesn't work here .	汤姆不在这里工作。
6277	tom fell off his bike .	汤姆从他的自行车上掉了下来。
6278	tom got ready for bed .	汤姆准备睡觉。
6279	tom gritted his teeth .	汤姆咬紧牙关。
6280	tom had a heat stroke .	汤姆中暑了。
6281	tom had to go himself .	汤姆不得不自己去。
6282	tom has a good memory .	汤姆有好的记忆力。
6283	tom has a reservation .	汤姆有预约。
6284	tom has gained weight .	汤姆变胖了。
6285	tom has lost his keys .	汤姆弄丢了他的钥匙。
6286	tom has lost his keys .	汤姆遗失了他的钥匙。
6287	tom has lost his mind .	汤姆失去理智了。
6288	tom has written to me .	汤姆给我写信了。
6289	tom hugged his father .	汤姆拥抱了他的父亲。
6290	tom is a bit snobbish .	汤姆有一点势利。
6291	tom is consoling mary .	汤姆在安慰玛丽。
6292	tom is coughing again .	汤姆又在咳嗽了。
6293	tom is drinking juice .	tom正在喝果汁。
6294	tom is friendly to me .	汤姆对我友好。
6295	tom is my grandfather .	tom是我爷爷。
6296	tom is our oldest son .	汤姆是我们最大的儿子。
6297	tom is really special .	汤姆真的很特别。
6298	tom is the one i want .	汤姆是我要找的人。
6299	tom is very angry now .	汤姆现在很生气。
6300	tom is wearing gloves .	汤姆戴着手套。
6301	tom isn't complaining .	汤姆没有抱怨。
6302	tom lacks flexibility .	汤姆缺乏灵活性。
6303	tom likes me the most .	tom 最喜欢我。
6304	tom lost his car keys .	汤姆丢了车钥匙。
6305	tom needs mary's help .	汤姆需要玛丽的帮助。
6306	tom played the violin .	汤姆拉小提琴。
6307	tom said mary hit him .	汤姆说玛丽打他。
6308	tom seems to know how .	汤姆看来知道那是怎样。
6309	tom set the bird free .	tom将鸟放走。
6310	tom should be worried .	tom应该要担心。
6311	tom snickered at mary .	汤姆暗中笑玛丽。
6312	tom sold mary his car .	汤姆把他的汽车卖给了玛丽。
6313	tom told mary his age .	汤姆告诉玛丽他的年龄。
6314	tom used to work here .	汤姆过去在这里工作。
6315	tom walks very slowly .	汤姆走得很慢。
6316	tom wants to know why .	汤姆想知道为什么。
6317	tom wants to sit down .	汤姆想坐下。
6318	tom was a little late .	tom迟到了一小段时间。
6319	tom was afraid of you .	汤姆怕你。
6320	tom was buried monday .	汤姆在周一被埋了。
6321	tom was confused , too .	汤姆也很混乱。
6322	tom was ready to work .	汤姆准备去工作。
6323	tom was wearing jeans .	汤姆穿著牛仔裤。
6324	tom watched in horror .	汤姆惊恐地盯着。
6325	tom wore ripped jeans .	汤姆穿了破洞牛仔裤。
6326	tom's coach likes him .	汤姆的教练喜欢他。
6327	tom's speech was good .	汤姆的演讲很精彩。
6328	two times two is four .	二乘以二等于四。
6329	wait a moment , please .	请稍等一下。
6330	wait here for a while .	在这儿等一会儿。
6331	war broke out in 1941 .	战争于1941年爆发。
6332	war is not inevitable .	战争并非不可避免。
6333	we all hope for peace .	我们都希望和平。
6334	we all like you a lot .	我们都非常喜欢你。
6335	we captured the thief .	我们抓住了小偷。
6336	we defeated the enemy .	我们战胜了敌人。
6337	we didn't see anybody .	我们谁也没看见。
6338	we do the best we can .	我们尽我们所能。
6339	we don't have any ice .	我们没有冰激凌。
6340	we don't speak french .	我们不讲法语。
6341	we had a lot to drink .	我们喝了很多。
6342	we have time to spare .	我们有多余的时间。
6343	we have two daughters .	我们有两个女儿。
6344	we hear with our ears .	我们用耳朵听。
6345	we just wanted to win .	我们只想赢。
6346	we owe you an apology .	我们欠你个道歉。
6347	we ran short of money .	我们缺钱了。
6348	we should do our best .	我们应该做到最好。
